track,score,date,race,ml odds rank,score rank,odds rank,claimed last rank,post position,last 3 purse adv,distance worked rank,days since last race rank,trainer jock combo rank,trainer jock combo adv,trainer jock roi rank,trainer jock roi adv,avg turn time rank,avg turn time adv,current race type,distance,distance difference,days since last race,last finish,surface,program number,horse name,trainer,jockey,impr decl finish,imprv decl speed,weight last race,weight,last purse rank,last purse adv,class difference,lifetime earnings rank,lifetime earnings adv,ml odds current race,off odds current race,speed last race rank,speed last race adv,win % rank,win % adv,avg earnings distance rank,avg earnings distance adv,in the money rank,in the money adv,horses beaten rank,horses beaten adv,best speed last 3 rank,best speed last 3 adv,avg speed last 3 rank,avg speed last 3 adv,best lifetime speed rank,best lifetime speed adv,best speed track rank,best speed track adv,best speed distance rank,best speed distance adv,avg 2 of 3 speed rank,avg 2 of 3 speed adv,win payoff,place payoff,show payoff,finish position
MTH,//60,20160911,7,3,2,3,,7,21.1,5,7,3,0,5,0,2,0,Allowance,8.5,0.5,30,4,turf,7,KENTUCKY ROAD,TOSCANO JOHN T JR,GONZALES JONATHAN J,0,2,122,115,1,25.4,-1.67,2,0,3.5,3.6,2,0,1,0,6,0,2,0,7,0,2,0,2,0,3,0,6,0,6,0,2,0,9.2,4.2,3.6,1
MTH,//2560,20160911,7,7,8,8,,6,0,4,8,1,10,1,2.1,6,0,Allowance,8.5,0.5,29,8,turf,6,SWIMMING,HUSTON RORY K,GARCIA WILMER A,0,0,119,120,8,0,2.17,7,0,20,47.4,8,0,5,0,7,0,7,0,8,0,3,0,8,0,4,0,2,0,8,0,5,0,0,0,8.6,3
MTH,//504,20160911,7,4,7,5,c,5,0,3,4,3,0,5,0,2,0,Allowance,8.5,3,36,5,turf,5,KIZUNA,WARD DENNIS,FERRER J C,0,0,120,120,4,0,0.18,6,0,6,7.6,6,0,4,0,4,0,5,0,5,0,3,0,3,0,2,0,4,0,4,0,4,0,0,0,0,7
MTH,//84,20160911,7,7,3,7,,4,0,7,13,3,0,5,0,7,0,Allowance,8.5,0,14,3,turf,4,BAY RUM,HOGAN WILLIAM J,RIVERA L JR,0,1,120,120,2,0,2.42,8,0,20,32.7,4,0,8,0,5,0,8,0,2,0,7,0,5,0,7,0,5,0,7,0,6,0,0,0,0,8
MTH,//180,20160911,7,4,6,6,,3,0,7,10,3,0,3,0,4,0,Allowance,8.5,0.2,22,3,turf,3,GAUCHE,BREEN KELLY J,ACOSTA J D,0,1,115,115,4,0,-1.42,4,0,6,10.7,5,0,7,0,7,0,6,0,6,0,8,0,5,0,7,0,6,0,5,0,7,0,0,0,0,6
MTH,//56,20160911,7,2,1,3,,2,0,5,11,2,0,2,0,8,0,Allowance,8.5,0,21,1,turf,2,ULTIMATE CAUSE,LYNCH BRIAN A,LEBRON VICTOR,0,0,117,119,6,0,4.09,3,0,3,3.6,1,2.4,1,0,1,1.7,2,0,3,0,3,0,7,0,4,0,2,0,1,1.2,8,0,0,4.6,3.8,2
MTH,//84,20160911,7,4,3,1,,1,0,1,5,3,0,3,0,5,0,Allowance,8.5,17,34,1,turf,1,GIRLS SECRET,DUTROW ANTHONY W,PEDROZA BRIAN,0,0,119,117,2,0,2.34,1,6.8,6,2.3,7,0,3,0,2,0,1,37.5,1,5.6,6,0,4,0,6,0,6,0,2,0,3,0,0,0,0,5
MTH,//32,20160911,8,2,3,3,,6,0,3,5,2,0,3,0,5,0,Allowance,8.5,0.2,27,2,dirt,5,GRANDPA LEN,FARRO PATRICIA,BOCACHICA O,0,0,120,120,4,0,1.52,1,20.1,3.5,4.9,2,0,4,0,2,0,2,0,3,0,3,0,4,0,2,0,5,0,4,0,4,0,0,0,0,5
MTH,//100,20160911,8,4,4,4,,5,0,1,10,3,0,4,0,2,0,Allowance,8.5,0,21,3,dirt,4,SMOOTH TALKIN TOM,TAMMARO JOHN J III,USKE S,0,0,124,122,2,0,-1.23,4,0,4.5,7.4,5,0,2,0,4,0,5,0,2,0,5,0,4,0,5,0,2,0,2,0,5,0,0,4.8,2.8,2
MTH,//4,20160911,8,1,1,1,,4,0,1,10,1,62,1,7.6,1,2.6,Allowance,8.5,0,21,2,dirt,3,GOURMET DELIGHT,PIERCE JOSEPH H JR,GONZALES JONATHAN J,0,2,122,120,2,0,-1.23,2,0,2.5,0.5,4,0,5,0,1,21.9,4,0,1,5.4,1,6.2,1,7.7,1,3.1,1,5.2,1,5.2,1,7.4,3,2.2,2.1,1
MTH,//10,20160911,8,2,2,2,c,3,0,3,10,3,0,2,0,4,0,Allowance,8.5,0,21,2,dirt,1A,FLOWERS FOR LISA,STUART SHEA,GALLARDO ANTONIO A,0,1,119,115,5,0,6.67,3,0,3.5,4,1,2.2,1,44.4,5,0,1,8.3,4,0,2,0,2,0,2,0,3,0,3,0,2,0,0,0,2.4,3
MTH,//72,20160911,9,5,4,3,,7,0,4,6,3,0,1,0,2,0,Allowance,8.5,0.5,37,3,turf,7,IRISH STRAIT,MOTION H GRAHAM,ACOSTA J D,0,0,120,120,5,0,-1.5,5,0,6,4.5,3,0,5,0,5,0,4,0,4,0,4,0,3,0,7,0,2,0,5,0,4,0,11,4.6,4,1
MTH,//14,20160911,9,2,1,2,,6,0,1,4,3,0,1,0,1,1.2,Allowance,8.5,0.2,45,1,turf,6,I'M THE LUCKY ONE,PECORARO ANTHONY,RODRIGUEZ E D,0,0,121,120,7,0,-0.08,6,0,3,4.1,2,0,2,0,4,0,1,0,5,0,1,5.3,1,2.2,2,0,5,0,3,0,1,2.2,0,0,0,5
MTH,//216,20160911,9,3,5,5,,5,6.8,2,1,3,0,1,0,6,0,Allowance,8.5,0,50,4,turf,5,SECOND MATE,CIBELLI JANE,FERRER J C,2,1,116,114,1,0,-0.88,2,0,4,4.6,3,0,4,0,1,23.6,3,0,3,0,4,0,5,0,1,1.1,2,0,1,4.2,4,0,0,0,0,6
MTH,//1260,20160911,9,7,7,7,,4,0,6,12,3,0,1,0,4,0,Allowance,8.5,0,18,8,turf,4,PEPPI THE HUNTER,MINIERI JOSEPH,GONZALES JONATHAN J,0,0,118,114,3,0,-0.92,7,0,15,18.9,6,0,1,9.1,7,0,4,0,7,0,7,0,7,0,5,0,5,0,7,0,7,0,0,0,0,4
MTH,//20,20160911,9,1,2,1,,3,0,5,6,3,0,7,0,2,0,Allowance,8.5,0.5,37,2,turf,3,BOSS MAN,SERVIS JASON,LEBRON VICTOR,0,0,122,120,5,0,-1.5,3,0,2,1.7,1,2.2,6,0,6,0,1,0,1,10.3,2,0,2,0,4,0,1,3.4,2,0,2,0,0,3,3,2
MTH,//70,20160911,9,4,3,3,,2,0,2,6,1,27.3,5,0,7,0,Allowance,8.5,0,37,6,turf,2,ZEN'S LAND,CIBELLI JANE,GALLARDO ANTONIO A,0,2,119,116,4,0,-2.26,1,3.3,4.5,4.5,7,0,3,0,3,0,7,0,2,0,2,0,3,0,6,0,5,0,3,0,3,0,0,0,0,7
MTH,//300,20160911,10,2,4,2,,10,0,3,12,4,0,2,0,10,0,Claiming,8.5,4.5,9,3,dirt,10,CATCHUMDENAE,WARD DENNIS,ACOSTA J D,1,0,120,117,2,0,43.76,3,0,3.5,3.4,5,0,2,0,9,0,3,0,7,0,3,0,5,0,4,0,5,0,9,0,6,0,8.8,5.8,4.4,1
MTH,//36,20160911,10,4,3,3,,9,0,3,1,4,0,7,0,7,0,Claiming,8.5,0.5,37,5,dirt,9,CHANNEL SURFING,KELLY TIMOTHY J,MANGALEE N,0,0,117,121,1,4.2,-3.35,6,0,6,4.6,3,0,6,0,1,61.7,5,0,3,0,2,0,2,0,5,0,4,0,2,0,2,0,0,0,4.2,3
MTH,//320,20160911,10,6,5,6,,8,0,3,6,4,0,2,0,1,0,Claiming,8.5,0.2,16,4,dirt,8,R U FORREAL,DIMAURO STEPHEN L,USKE S,0,2,117,117,4,0,-3.05,1,19.8,8,8.1,4,0,1,63,8,0,1,21.9,2,0,5,0,4,0,8,0,7,0,7,0,5,0,0,0,0,5
MTH,//1176,20160911,10,4,8,7,,7,0,3,6,3,0,5,0,5,0,Claiming,8.5,0.2,16,6,dirt,7,CAPE ANN,BISHOP FINLEY,WORRIE ANDRE SHIVNARINE,0,0,121,121,4,0,-3.05,8,0,6,16.1,7,0,5,0,3,0,7,0,3,0,5,0,5,0,2,0,7,0,3,0,4,0,0,0,0,10
MTH,//567,20160911,10,6,6,5,,6,5.5,1,5,4,0,7,0,8,0,Claiming,8.5,2.5,22,6,dirt,6,FAIRBANKS E JET,WILSON TONY,GARCIA WILMER A,0,0,119,121,3,0,-5.3,2,0,8,6.4,9,0,3,0,6,0,7,0,6,0,7,0,7,0,1,3.6,1,10.8,5,0,7,0,0,0,0,4
MTH,//16,20160911,10,1,1,1,,5,0,3,6,4,0,7,0,1,0,Claiming,8.5,0.2,16,2,dirt,5,YOUR TURN,FOLLETT NORMAN,KAY WINSTON R,1,1,114,114,4,0,-3.05,4,0,3,3.3,1,9.5,9,0,4,0,4,0,5,0,1,1.4,1,1.5,3,0,2,0,1,1.4,1,1.4,0,0,0,8
MTH,//32,20160911,10,3,2,4,,4,0,2,6,1,75,1,31,4,0,Claiming,8.5,0.2,16,3,dirt,4,EASY LANDING,KENDALL DENNIS S JR,GONZALES JONATHAN J,0,0,119,121,4,0,-3.05,5,0,5,4.9,2,0,8,0,5,0,2,0,1,0.6,4,0,2,0,6,0,6,0,3,0,3,0,0,0,0,6
MTH,//720,20160911,10,9,7,9,,3,0,3,12,4,0,7,0,9,0,Claiming,8.5,0.5,9,4,dirt,3,ROMAN SISTER,MULLIN MICHAEL S,MAYSONETT F,0,0,119,121,4,0,-3.1,7,0,20,24.6,6,0,9,0,7,0,9,0,9,0,9,0,9,0,6,0,2,0,8,0,8,0,0,18.6,12.2,2
MTH,//7200,20160911,10,10,10,10,,2,0,3,12,4,0,2,0,5,0,Claiming,8.5,2.5,9,8,dirt,2,NIIGANI COYOTE,ARMSTRONG HORACE W,AYALA ADDIEL J,0,2,121,112,4,0,-2.05,9,0,30,62.9,10,0,6,0,9,0,6,0,10,0,10,0,10,0,9,0,10,0,9,0,10,0,0,0,0,9
MTH,//2016,20160911,10,8,9,8,,1,0,3,6,2,0,6,0,3,0,Claiming,8.5,0.2,16,7,dirt,1,PATCH OF MIDNIGHT,ISELIN JAMES H,BOCACHICA O,0,0,121,121,4,0,-3.05,10,0,15,18.5,8,0,4,0,2,0,10,0,8,0,8,0,8,0,10,0,9,0,5,0,9,0,0,0,0,7
MTH,//32,20160730,5,2,2,1,,1,0,2,6,2,0,7,0,2,0,Claiming,8.5,0.2,15,4,dirt,1,DANNY MY BOY,DIBONA ROBERT S,COTTO P L JR,0,0,117,117,3,0,-2.38,1,39.3,2.5,1,1,4.2,4,0,4,0,1,16.7,6,0,2,0,1,1.4,1,2.4,5,0,3,0,2,0,4,3,2.4,1
MTH,//96,20160910,7,1,2,1,,1,0,7,11,2,0,1,2.4,9,0,Allowance,5.5,0.5,21,3,turf,1,THINKING OF MOM,PLESA EDWARD JR,LOPEZ PASCACIO,0,1,120,120,2,0,0.15,6,0,3.5,1.1,2,0,3,0,1,42,6,0,9,0,4,0,2,0,1,1.1,2,0,5,0,2,0,4.2,2.8,2.6,1
MTH,//36,20160910,9,6,2,6,,2,0,4,1,2,0,1,5.9,5,0,Graded_G3,9,0.5,68,1,turf,2,BIAMONTE,BROOME E THOMAS,GONZALES JONATHAN J,0,2,122,116,6,0,7.04,6,0,20,32.7,6,0,6,0,4,0,2,0,1,7.7,6,0,6,0,6,0,3,0,4,0,6,0,0,0,0,6
MTH,//60,20160910,9,5,3,5,,1,0,6,12,3,0,6,0,4,0,Graded_G3,9,0,24,1,turf,1,ALL IN FUN,MCGAUGHEY CLAUDE III,FERRER J C,0,0,122,120,4,0,1.16,4,0,6,8.9,5,0,5,0,1,2.8,6,0,3,0,5,0,5,0,5,0,4,0,3,0,5,0,0,0,0,4
MTH,//432,20160911,1,6,6,5,,3,0,0,1,2,0,3,0,6,0,Claiming,8.3,0.3,15,9,dirt,3,BEBES PASSION,SALEEM GORDON,RIVERA L JR,0,0,114,121,0,0,-2.36,6,0,20,21,6,0,6,0,3,0,6,0,5,0,6,0,6,0,6,0,5,0,3,0,6,0,0,0,0,5
MTH,//240,20160911,1,5,5,6,,2,0,0,10,2,0,3,0,1,0.7,Claiming,8.3,2.8,7,7,dirt,2,ALICE AND TRIXIE,GRANVILLE PEDRO,HOLQUIN R R,0,2,124,121,0,0,-0.98,4,0,15,22.7,4,0,5,0,4,0,3,0,6,0,2,0,3,0,5,0,3,0,1,0,3,0,0,0,5.2,3
MTH,//64,20160911,3,2,2,1,,1,0,6,11,1,16,5,0,9,0,Mdn_Sp_Wt,8,0,22,2,turf,1,DREAM SHOT,DIBONA ROBERT S,GONZALES JONATHAN J,0,0,120,120,2,0,4.48,1,35.1,3.5,2.4,2,0,0,0,1,85.8,1,50,2,0,2,0,2,0,2,0,1,4.6,1,4.6,3,0,6.8,4,3,1
MTH,//8,20160911,4,3,1,2,c,2,0,2,7,3,0,4,0,1,1.4,Claiming,6,0,30,1,dirt,2,BROWNEYED BACHELOR,DIMAURO STEPHEN L,GONZALES JONATHAN J,0,1,119,119,4,0,1.43,4,0,3.5,2.7,2,0,4,0,4,0,1,6.6,3,0,2,0,2,0,2,0,2,0,2,0,3,0,0,2.6,2.2,2
MTH,//625,20160911,4,5,5,5,,1,0,2,11,2,0,1,11.5,5,0,Claiming,6,1,14,6,dirt,1,PERI WHAN,THOMPSON J WILLARD,GALLARDO ANTONIO A,0,0,117,117,3,0,5.92,1,12,10,13.3,5,0,4,0,2,0,2,0,5,0,5,0,5,0,1,2.9,1,15.7,1,2.9,5,0,0,0,0,4
MTH,//3430,20160911,5,4,10,4,,3,0,1,1,4,0,8,0,6,0,Claiming,5,0,58,8,turf,3,PACIFIC IMAGE,WILSON TONY,BOCACHICA O,0,0,119,119,4,0,1.79,4,0,6,12,7,0,1,34.2,5,0,1,20.6,4,0,2,0,7,0,5,0,2,0,4,0,6,0,0,0,0,5
MTH,//378,20160911,5,7,5,9,,2,0,6,14,7,0,9,0,7,0,Claiming,5,-1,8,4,turf,2,ROCKET MAN RICHIE,HOGAN WILLIAM J,KAY WINSTON R,0,0,121,114,8,0,2.52,10,0,10,43,7,0,10,0,7,0,3,0,2,0,10,0,9,0,10,0,8,0,7,0,10,0,0,0,13.2,3
MTH,//80,20160911,5,3,3,1,c,1,0,6,13,1,7.3,2,0,10,0,Claiming,5,0,14,2,turf,1,CITY'S FAST LANE,NESS JAMIE,GALLARDO ANTONIO A,1,0,119,119,3,0,1.97,2,0,4.5,1.4,2,0,5,0,1,20,8,0,6,0,4,0,3,0,1,3.1,5,0,1,0,2,0,0,3.6,2.6,2
MTH,//8,20160911,6,4,2,3,,5,0,4,13,2,0,1,3,1,2.7,Claiming,6,0,14,3,dirt,5,PLAY IT AGAIN,SIMON LINDA,USKE S,0,0,118,122,1,0,-4.28,6,0,8,9.5,2,0,4,0,6,0,6,0,4,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,4.2,3
MTH,//27,20160911,6,4,3,6,,2,0.7,4,13,5,0,6,0,2,0,Claiming,6,0,14,5,dirt,2,MELLO GROOVE,HUSTON RORY K,COTTO P L JR,2,0,118,120,1,0,-4.28,4,0,8,13.6,3,0,5,0,3,0,4,0,2,0,4,0,4,0,5,0,5,0,5,0,4,0,0,6.6,4.4,2
MTH,//480,20160911,6,3,5,4,,1,0,4,12,4,0,5,0,4,0,Claiming,6,0,15,7,dirt,1,BAT CAVE,CIBELLI JANE,GALLARDO ANTONIO A,0,0,120,120,6,0,2.24,5,0,6,11.8,5,0,5,0,5,0,3,0,1,5.9,4,0,5,0,6,0,5,0,6,0,5,0,0,0,0,4
MTH,//108,20160911,8,5,5,5,,2,14.5,3,1,3,0,4,0,3,0,Allowance,8.5,0,40,3,dirt,2,CHEROKEE COLOURS,HARVATT CHARLES R,MAYSONETT F,0,0,121,120,1,23.1,-0.62,5,0,8,11,3,0,3,0,3,0,3,0,5,0,4,0,2,0,4,0,3,0,5,0,3,0,0,0,0,4
MTH,//840,20160911,9,6,6,6,,1,0,6,13,2,0,6,0,5,0,Allowance,8.5,0,14,7,turf,1,PADRE GRAZ,MCBURNEY PATRICK B,GARCIA WILMER A,2,0,120,120,1,0,-1.39,4,0,10,15,5,0,7,0,2,0,6,0,6,0,4,0,5,0,3,0,2,0,5,0,6,0,0,0,8.4,3
MTH,//36,20160805,4,3,2,3,,1,0,5,9,4,0,2,0,1,0.6,Claiming,8,-0.5,19,2,turf,2,DESERT FOLLY,MARGOTTA ANTHONY JR,BOCACHICA O,0,0,117,117,2,0,-2.56,5,0,4.5,3.6,2,0,3,0,1,24.7,2,0,5,0,5,0,2,0,6,0,2,0,2,0,3,0,0,0,3,3
MTH,//484,20160807,5,2,6,2,,1,0,3,11,2,0,6,0,1,1.4,Claiming,8.5,0,28,5,turf,1,METZ,NAVARRO JORGE,FERRER J C,0,0,119,119,2,0,-2.75,5,0,3,3.8,11,0,4,0,6,0,3,0,1,16,3,0,1,0,8,0,11,0,8,0,2,0,0,0,3.6,3
MTH,//4,20160805,5,1,1,1,,1,0,3,3,2,0,5,0,3,0,Claiming,5.5,-0.5,19,2,dirt,1,HISSY FIT,FARRO PATRICIA,LOPEZ PASCACIO,0,1,117,117,3,0,0.6,3,0,1.8,0.5,1,1.2,1,43.2,3,0,1,10.4,1,45.3,1,1.2,1,4.2,1,3.6,1,3.6,2,0,1,3.3,3,2.2,2.1,1
MTH,//192,20160819,9,2,5,3,,1,0,5,9,2,0,4,0,6,0,Mdn_Claimer,8,-0.5,21,4,turf,1,GIRINE,THOMPSON J WILLARD,LOPEZ PASCACIO,0,0,119,119,2,0,-3.61,1,14.1,2.5,3.4,6,0,0,0,1,46.2,2,0,2,0,5,0,3,0,7,0,2,0,2,0,4,0,0,0,3.4,3
MTH,//48,20160820,2,4,2,4,,1,0,0,9,4,0,4,0,2,0,Claiming,8.3,-0.2,14,5,dirt,1,INTREPID SON,HILLS TIMOTHY A,USKE S,0,0,119,119,4,0,-2.84,6,0,5,11.2,2,0,5,0,4,0,6,0,6,0,3,0,1,0,6,0,6,0,4,0,3,0,0,0,0,4
MTH,//1080,20160826,6,7,7,7,,1,0,4,4,5,0,2,0,3,0,Claiming,8.5,0.2,28,4,turf,1,STEP BROTHER,MCCARTHY BRENDA D,GARCIA WILMER A,0,0,119,119,9,0,6.14,8,0,20,56,6,0,9,0,8,0,7,0,7,0,8,0,7,0,6,0,5,0,4,0,7,0,0,0,0,8
MTH,//512,20160828,1,4,5,4,,2,0,1,1,1,84,1,26.6,2,0,Mdn_Sp_Wt,6,6,0,0,dirt,2,BLANKETYBLANKBLANK,LOPEZ DANIEL J,LEBRON VICTOR,0,0,0,117,8,0,47.66,8,0,8,7.8,8,0,0,0,7,0,5,0,8,0,8,0,8,0,8,0,8,0,7,0,8,0,0,0,0,9
MTH,//75,20160828,1,7,3,8,,4,0,4,3,7,0,3,0,9,0,Mdn_Sp_Wt,6,-2.3,43,3,dirt,4,ALL EVEN,MAZZA JOHN F,WORRIE ANDRE SHIVNARINE,0,0,124,122,1,0,-2.18,4,0,10,37.7,3,0,0,0,6,0,4,0,4,0,5,0,4,0,5,0,5,0,5,0,5,0,0,0,6.8,3
MTH,//72,20160902,8,1,2,2,,3,27.3,5,10,1,74,1,3.4,8,0,Mdn_Claimer,8,-0.5,43,5,turf,3,BABY JESUS,NAVARRO JORGE,PENNINGTON F,0,0,118,119,1,26.3,-5.68,1,33.6,2.5,1.6,3,0,0,0,5,0,2,0,2,0,4,0,3,0,5,0,2,0,5,0,4,0,0,0,0,8
MTH,//192,20160903,11,4,4,5,,1,0,3,10,2,0,5,0,8,0,Mdn_Claimer,8.5,0,22,3,turf,1,ANIMAL TRICK,O'CONNELL KATHLEEN,MANGALEE N,1,1,119,118,4,0,-0.08,8,0,5,13,2,0,0,0,3,0,5,0,7,0,4,0,5,0,3,0,3,0,3,0,5,0,0,0,5.6,3
MTH,//20,20160903,5,2,2,2,,1,0,3,5,3,0,2,0,1,1,Mdn_Sp_Wt,5,-0.5,41,3,turf,1,TRUE TO HIS WORD,SERVIS JOHN C,LEBRON VICTOR,0,0,119,117,1,0,-13.11,1,31.8,3,2.3,2,0,0,0,3,0,1,50,2,0,2,0,2,0,2,0,0,0,2,0,2,0,0,0,2.4,3
MTH,//27,20160917,1,2,3,2,,6,0,3,1,3,0,3,0,1,0,Mdn_Claimer,5.5,5.5,0,0,dirt,6,NATALIE'S ANGEL,SACCO GREGORY D,GONZALES JONATHAN J,0,0,0,120,3,0,31.58,3,0,3,2.6,3,0,0,0,3,0,2,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,0,2.8,2.1,2
MTH,//27,20160917,1,3,3,3,,5,0,1,1,2,0,2,0,1,0,Mdn_Claimer,5.5,5.5,0,0,dirt,5,COUGARESS,DINI MIKE,RIVERA L JR,0,0,0,120,3,0,31.58,3,0,6,7,3,0,0,0,3,0,2,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,0,0,0,5
MTH,//27,20160917,1,4,3,4,,4,0,2,1,3,0,3,0,1,0,Mdn_Claimer,5.5,5.5,0,0,dirt,4,MAGIC HATTER,KROMANN LLOYD N,USKE S,0,0,0,118,3,0,31.58,3,0,8,7.4,3,0,0,0,3,0,2,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,0,0,2.6,3
MTH,//20,20160917,1,4,2,5,,3,48.9,5,7,3,0,3,0,4,0,Mdn_Claimer,5.5,0,20,8,dirt,3,POSTINO'S CHAMPION,EINHORN SKIP,COTTO P L JR,0,0,119,120,1,48.9,-11.35,2,0,8,17.8,2,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,1,100,2,0,2,0,0,0,0,4
MTH,//160,20160917,2,4,4,4,,7,0,4,11,3,0,3,0,3,0,Claiming,5.5,-2.8,6,3,dirt,7,ALICE AND TRIXIE,GRANVILLE PEDRO,KAY WINSTON R,0,0,121,112,3,0,1.66,4,0,8,20.5,4,0,5,0,4,0,3,0,4,0,5,0,4,0,5,0,5,0,3,0,5,0,0,0,0,4
MTH,//1296,20160917,2,6,6,6,,6,0,4,7,3,0,3,0,5,0,Claiming,5.5,-0.5,25,7,dirt,6,READ ME THE BLUES,CASCALLARES NESTOR,FERNANDEZ MARIO E,0,0,120,119,6,0,5.77,6,0,20,53.7,6,0,3,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,0,0,0,5
MTH,//400,20160917,2,4,5,5,,4,0,4,9,3,0,5,0,4,0,Claiming,5.5,0,13,6,dirt,4,EXCLUSIVE SARAH,SALEEM GORDON,RIVERA L JR,0,0,124,119,3,0,0.68,5,0,8,21.1,4,0,6,0,5,0,4,0,5,0,4,0,5,0,3,0,2,0,2,0,4,0,0,0,0,6
MTH,//12,20160917,2,3,2,2,,3,0,1,6,3,0,5,0,1,0,Claiming,5.5,0,27,3,dirt,3,KILLIN THEM SOFTLY,NAVARRO JORGE,MORENO ANGEL,0,0,120,121,1,42.2,-4.94,2,0,3,1.9,2,0,1,13.2,1,48.4,2,0,3,0,2,0,2,0,1,1.1,3,0,1,13.3,2,0,5.8,2.4,2.1,1
MTH,//2,20160917,2,2,1,1,,2,0,3,4,1,80,1,23.1,1,0,Claiming,5.5,-0.5,34,1,dirt,2,KISS CAT,CABRERA LUIS,GONZALES JONATHAN J,0,0,121,121,3,0,-2.19,3,0,2.5,0.8,1,15.7,4,0,3,0,4,0,1,4.5,1,5.6,1,4.9,2,0,1,3.4,4,0,1,7,0,2.2,2.1,2
MTH,//1,20160917,3,2,1,1,,8,35.4,3,5,4,0,1,0,1,0.3,Claiming,8.5,0,34,1,turf,8,LEGEND OF LORELEI,GARGAN DANNY,DAVIS DYLAN,0,1,117,117,2,0,-1.32,1,58.9,2.5,1.1,1,1.2,1,35.5,1,61,1,13,1,18.3,1,1.2,1,2.4,1,1.2,1,1.2,1,1.2,1,1.8,4.2,2.4,2.4,1
MTH,//150,20160917,3,5,5,5,,7,0,5,9,4,0,7,0,3,0,Claiming,8.5,0,21,3,turf,7,RAIN ON FIRE,EINHORN SKIP,BOCACHICA O,0,1,119,117,3,0,0.84,7,0,6,14.9,3,0,6,0,5,0,6,0,4,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,0,8
MTH,//2016,20160917,3,8,8,8,,6,0,5,7,2,0,4,0,8,0,Claiming,8.5,3.5,22,6,turf,6,PINOT MEUNIER,ORSENO JOSEPH F,WORRIE ANDRE SHIVNARINE,2,0,115,115,7,0,2.45,6,0,20,56.4,8,0,7,0,7,0,5,0,7,0,8,0,8,0,4,0,6,0,7,0,8,0,0,0,0,6
MTH,//120,20160917,3,3,3,3,,5,0,3,4,1,75.8,5,0,5,0,Claiming,8.5,0,43,1,turf,5,ELLIE GIRL,SERVIS JASON,FERRER J C,1,2,117,117,8,0,7.95,4,0,3.5,6.1,5,0,2,0,3,0,2,0,5,0,4,0,4,0,5,0,5,0,5,0,4,0,0,0,0,5
MTH,//512,20160917,3,6,6,6,,4,0,5,9,4,0,7,0,4,0,Claiming,8.5,0,21,9,turf,4,ANNIE DANCING,PALACIOS MOLINA JACOB,KAY WINSTON R,0,0,110,110,3,0,0.84,8,0,12,42.2,4,0,8,0,6,0,8,0,8,0,4,0,6,0,5,0,4,0,4,0,6,0,0,0,0,7
MTH,//1050,20160917,3,7,7,7,,3,0,2,2,3,0,6,0,6,0,Claiming,8.5,0.5,49,3,turf,3,BOOMERANG MISS,MCBURNEY PATRICK B,GARCIA WILMER A,0,1,116,115,6,0,2.24,5,0,15,44.7,7,0,4,0,7,0,3,0,6,0,7,0,7,0,8,0,7,0,7,0,7,0,0,0,9.6,3
MTH,//32,20160917,3,1,2,2,c,2,0,5,9,4,0,1,0,2,0,Claiming,8.5,0,21,2,turf,2,BELIEVE INDEED,RYAN DEREK S,BRAVO J,0,0,117,117,3,0,0.84,2,0,2,1.6,2,0,3,0,4,0,4,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2.6,2.4,2
MTH,//140,20160917,3,4,4,4,,1,0,1,1,4,0,1,0,6,0,Claiming,8.5,16.8,55,1,turf,1,ALY'S ICE BOX,PRECIADO GUADALUPE,GONZALES JONATHAN J,0,1,130,117,1,23.3,3.2,3,0,5,9.8,5,0,5,0,2,0,7,0,3,0,6,0,5,0,7,0,7,0,6,0,5,0,0,0,0,4
MTH,//500,20160917,4,5,5,5,,6,0,2,1,2,0,2,0,5,0,Mdn_Claimer,8,0,28,10,dirt,6,JOHN JACOB,KELLY TIMOTHY J,MAYSONETT F,2,0,120,120,4,0,-0.26,5,0,20,22.5,5,0,0,0,2,0,2,0,5,0,5,0,5,0,5,0,4,0,2,0,5,0,0,0,0,5
MTH,//420,20160917,5,7,6,8,,11,0,5,9,4,0,1,0,7,0,Allowance,8,-0.3,15,2,turf,11,HELLO ABRAXON,SHARP MICHELLE S,COTTO P L JR,0,0,119,120,8,0,3.62,8,0,15,18.9,5,0,7,0,6,0,6,0,3,0,7,0,7,0,2,0,4,0,5,0,7,0,0,0,0,7
MTH,//240,20160917,5,7,4,6,,10,0,5,10,4,0,6,0,3,0,Allowance,8,0,14,3,turf,10,BARTER,TAMMARO JOHN J III,USKE S,0,0,124,120,4,0,1.5,4,0,15,11.5,4,0,1,17.5,3,0,1,32,1,9,6,0,4,0,8,0,5,0,6,0,6,0,0,0,0,6
